action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18926353,[],CHEMBL4324805,Antagonist activity at human P2X4 receptor expressed in HEK cells assessed as reduction in ATP induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1c(-c2cccc(-c3nnn[nH]3)c2)c2[nH]c3ccccc3c2[nH]c1=O,,,CHEMBL4321858,J Med Chem,2019.0,,CHEMBL4513970,,CHEMBL4513970,,0,http://www.openphacts.org/units/Nanomolar,3157469,<,1,1,<,,IC50,nM,,100.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,nM,UO_0000065,,100.0
,,18926354,[],CHEMBL4324806,Antagonist activity at human P2X4 receptor expressed in HEK cells by Qpatch method,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1,,,CHEMBL4321858,J Med Chem,2019.0,"{'bei': '15.20', 'le': '0.34', 'lle': '1.42', 'sei': '9.89'}",CHEMBL2180179,,CHEMBL2180179,5.40,0,http://www.openphacts.org/units/Nanomolar,3157463,=,1,1,=,,IC50,nM,,3990.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,nM,UO_0000065,,3990.0
,,18926355,[],CHEMBL4324807,Antagonist activity at human P2X4 receptor tranfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx incubated for 10 mins by Fluo2-AM staining based inverted fluorescence microscopic method,B,,,BAO_0000190,BAO_0000219,cell-based format,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,,,CHEMBL4321858,J Med Chem,2019.0,"{'bei': '17.39', 'le': '0.33', 'lle': '2.40', 'sei': '14.42'}",CHEMBL490,PAROXETINE,CHEMBL490,5.73,0,http://www.openphacts.org/units/Nanomolar,3157464,=,1,1,=,,IC50,nM,,1870.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,1.87
,,18926357,[],CHEMBL4324809,Antagonist activity at human P2X4 receptor tranfected in human HEK293 cells assessed as inhibition of ATP-induced calcium influx by Fluo2-AM staining based inverted fluorescence microscopic method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1cc(Br)c(NC(=O)Nc2cccnc2)c(Br)c1,,,CHEMBL4321858,J Med Chem,2019.0,"{'bei': '14.79', 'le': '0.40', 'lle': '0.74', 'sei': '11.31'}",CHEMBL1532400,,CHEMBL1532400,6.11,0,http://www.openphacts.org/units/Nanomolar,3157465,=,1,1,=,,IC50,nM,,780.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,nM,UO_0000065,,780.0
,,18926358,[],CHEMBL4324810,Antagonist activity at human P2X4 receptor tranfected in human HEK293 cells at -60 mv holding potential by Whole cell patch-clamp method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1cc(Br)c(NC(=O)Nc2cccnc2)c(Br)c1,,,CHEMBL4321858,J Med Chem,2019.0,"{'bei': '15.25', 'le': '0.41', 'lle': '0.93', 'sei': '11.66'}",CHEMBL1532400,,CHEMBL1532400,6.30,0,http://www.openphacts.org/units/Nanomolar,3157465,=,1,1,=,,IC50,nM,,500.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,nM,UO_0000065,,500.0
,,18926359,[],CHEMBL4324811,Antagonist activity at human P2X4 receptor tranfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx incubated for 15 mins by Fluo2-AM staining based method,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CC(=O)N(c2ccc(NS(=O)(=O)Cc3ccccc3Cl)cc2)c2ccc3ccccc3c2N1,,,CHEMBL4321858,J Med Chem,2019.0,"{'bei': '14.22', 'le': '0.28', 'lle': '1.75', 'sei': '7.53'}",CHEMBL4557633,,CHEMBL4557633,7.19,0,http://www.openphacts.org/units/Nanomolar,3157466,=,1,1,=,,IC50,nM,,64.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,nM,UO_0000065,,64.0
,,18926360,[],CHEMBL4324811,Antagonist activity at human P2X4 receptor tranfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx incubated for 15 mins by Fluo2-AM staining based method,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cc1ccccc1I)Nc1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,,,CHEMBL4321858,J Med Chem,2019.0,"{'bei': '11.34', 'le': '0.26', 'lle': '0.74', 'sei': '8.11'}",CHEMBL4464823,,CHEMBL4464823,6.37,0,http://www.openphacts.org/units/Nanomolar,3157467,=,1,1,=,,IC50,nM,,430.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,nM,UO_0000065,,430.0
,,18926361,[],CHEMBL4324811,Antagonist activity at human P2X4 receptor tranfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx incubated for 15 mins by Fluo2-AM staining based method,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CC(=O)N(c2cccc(-c3noc(=S)[n-]3)c2)c2ccc3ccccc3c2N1.[Na+],,,CHEMBL4321858,J Med Chem,2019.0,"{'bei': '16.36', 'le': '0.31', 'lle': '2.03', 'sei': '7.22'}",CHEMBL4462656,,CHEMBL4596410,6.58,0,http://www.openphacts.org/units/Nanomolar,3157468,=,1,1,=,,IC50,nM,,260.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,nM,UO_0000065,,260.0
,,19309431,[],CHEMBL4415955,Antagonist activity at human P2X4R transfected in 1321N1 cells assessed as inhibition of ATP-mediated calcium influx measured after 10 mins by Fura-2AM assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1cc(Br)c(NC(=O)Nc2cccnc2)c(Br)c1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '15.15', 'le': '0.41', 'lle': '0.89', 'sei': '11.59'}",CHEMBL1532400,,CHEMBL1532400,6.26,0,http://www.openphacts.org/units/Nanomolar,3224342,=,1,1,=,,IC50,nM,,550.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.55
,,19309432,[],CHEMBL4415955,Antagonist activity at human P2X4R transfected in 1321N1 cells assessed as inhibition of ATP-mediated calcium influx measured after 10 mins by Fura-2AM assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '18.90', 'le': '0.36', 'lle': '1.75', 'sei': '13.68'}",CHEMBL2180160,,CHEMBL2180160,6.38,0,http://www.openphacts.org/units/Nanomolar,3224343,=,1,1,=,,IC50,nM,,420.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.42
,Not Active,19309433,[],CHEMBL4415955,Antagonist activity at human P2X4R transfected in 1321N1 cells assessed as inhibition of ATP-mediated calcium influx measured after 10 mins by Fura-2AM assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12,,,CHEMBL4414589,J Nat Prod,2019.0,,CHEMBL562308,,CHEMBL562308,,0,,3224344,,1,0,,,IC50,,,,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,,,,
,,19309434,[],CHEMBL4415955,Antagonist activity at human P2X4R transfected in 1321N1 cells assessed as inhibition of ATP-mediated calcium influx measured after 10 mins by Fura-2AM assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '14.76', 'le': '0.33', 'lle': '1.26', 'sei': '9.60'}",CHEMBL2180179,,CHEMBL2180179,5.24,0,http://www.openphacts.org/units/Nanomolar,3224345,=,1,1,=,,IC50,nM,,5700.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,5.7
,,19309435,[],CHEMBL4415956,Antagonist activity at human P2X4R transfected in HEK293 cells assessed as inhibition of ATP-mediated calcium influx measured after 10 mins by YOPRO-1 dye uptake assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1cc(Br)c(NC(=O)Nc2cccnc2)c(Br)c1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '14.25', 'le': '0.38', 'lle': '0.52', 'sei': '10.90'}",CHEMBL1532400,,CHEMBL1532400,5.89,0,http://www.openphacts.org/units/Nanomolar,3224342,=,1,1,=,,IC50,nM,,1300.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,1.3
,,19309436,[],CHEMBL4415956,Antagonist activity at human P2X4R transfected in HEK293 cells assessed as inhibition of ATP-mediated calcium influx measured after 10 mins by YOPRO-1 dye uptake assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '18.14', 'le': '0.35', 'lle': '1.49', 'sei': '13.13'}",CHEMBL2180160,,CHEMBL2180160,6.12,0,http://www.openphacts.org/units/Nanomolar,3224343,=,1,1,=,,IC50,nM,,760.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.76
,Not Active,19309437,[],CHEMBL4415956,Antagonist activity at human P2X4R transfected in HEK293 cells assessed as inhibition of ATP-mediated calcium influx measured after 10 mins by YOPRO-1 dye uptake assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12,,,CHEMBL4414589,J Nat Prod,2019.0,,CHEMBL562308,,CHEMBL562308,,0,,3224344,,1,0,,,IC50,,,,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,,,,
,,19309438,[],CHEMBL4415956,Antagonist activity at human P2X4R transfected in HEK293 cells assessed as inhibition of ATP-mediated calcium influx measured after 10 mins by YOPRO-1 dye uptake assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '14.18', 'le': '0.31', 'lle': '1.06', 'sei': '9.22'}",CHEMBL2180179,,CHEMBL2180179,5.04,0,http://www.openphacts.org/units/Nanomolar,3224345,=,1,1,=,,IC50,nM,,9200.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,9.2
,,19309443,[],CHEMBL4415959,Antagonist activity at human P2X4R transfected in HEK293 cells assessed as inhibition of ATP-evoked current by patch clamp assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1cc(Br)c(NC(=O)Nc2cccnc2)c(Br)c1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '15.17', 'le': '0.41', 'lle': '0.90', 'sei': '11.60'}",CHEMBL1532400,,CHEMBL1532400,6.27,0,http://www.openphacts.org/units/Nanomolar,3224342,=,1,1,=,,IC50,nM,,540.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.54
,,19309444,[],CHEMBL4415960,Antagonist activity at human P2X4R transfected in 1321N1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1cc(Br)c(NC(=O)Nc2cccnc2)c(Br)c1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '14.03', 'le': '0.38', 'lle': '0.43', 'sei': '10.73'}",CHEMBL1532400,,CHEMBL1532400,5.80,0,http://www.openphacts.org/units/Nanomolar,3224342,=,1,1,=,,IC50,nM,,1600.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,1.6
,,19309445,[],CHEMBL4415960,Antagonist activity at human P2X4R transfected in 1321N1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '16.25', 'le': '0.31', 'lle': '0.85', 'sei': '11.76'}",CHEMBL2180160,,CHEMBL2180160,5.48,0,http://www.openphacts.org/units/Nanomolar,3224343,=,1,1,=,,IC50,nM,,3300.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,3.3
,Not Active,19309446,[],CHEMBL4415960,Antagonist activity at human P2X4R transfected in 1321N1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1,,,CHEMBL4414589,J Nat Prod,2019.0,,CHEMBL2180179,,CHEMBL2180179,,0,,3224345,,1,0,,,IC50,,,,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,,,,
,,19309447,[],CHEMBL4415961,Antagonist activity at human P2X4R transfected in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '17.35', 'le': '0.33', 'lle': '1.22', 'sei': '12.56'}",CHEMBL2180160,,CHEMBL2180160,5.85,0,http://www.openphacts.org/units/Nanomolar,3224343,=,1,1,=,,IC50,nM,,1400.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,1.4
,,19309448,[],CHEMBL4415961,Antagonist activity at human P2X4R transfected in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1,,,CHEMBL4414589,J Nat Prod,2019.0,"{'bei': '16.67', 'le': '0.37', 'lle': '1.94', 'sei': '10.84'}",CHEMBL2180179,,CHEMBL2180179,5.92,0,http://www.openphacts.org/units/Nanomolar,3224345,=,1,1,=,,IC50,nM,,1200.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,1.2
,,19450886,[],CHEMBL4433710,Antagonist activity at human P2X4R transfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,N.N.N.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]2OC3(CCCCC3)O[C@H]21,,,CHEMBL4433213,ACS Med Chem Lett,2019.0,"{'bei': '7.71', 'le': '0.17', 'lle': '3.44', 'sei': '1.76'}",CHEMBL4525343,,CHEMBL4597064,4.53,0,http://www.openphacts.org/units/Nanomolar,3249783,=,1,1,=,,IC50,nM,,29600.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,29.6
,,19450887,[],CHEMBL4433710,Antagonist activity at human P2X4R transfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,N.N.N.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]2O[C@@H](c3ccccc3)O[C@H]21,,,CHEMBL4433213,ACS Med Chem Lett,2019.0,"{'bei': '8.33', 'le': '0.18', 'lle': '3.83', 'sei': '1.93'}",CHEMBL4463334,,CHEMBL4596712,4.96,0,http://www.openphacts.org/units/Nanomolar,3249784,=,1,1,=,,IC50,nM,,11000.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,11.0
,,19450888,[],CHEMBL4433710,Antagonist activity at human P2X4R transfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,N.N.N.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]2O[C@H](c3ccccc3)O[C@H]21,,,CHEMBL4433213,ACS Med Chem Lett,2019.0,"{'bei': '8.24', 'le': '0.18', 'lle': '3.78', 'sei': '1.91'}",CHEMBL4456926,,CHEMBL4594715,4.91,0,http://www.openphacts.org/units/Nanomolar,3249785,=,1,1,=,,IC50,nM,,12400.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,12.4
,,19450889,[],CHEMBL4433710,Antagonist activity at human P2X4R transfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,N.N.N.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]2OCO[C@H]21,,,CHEMBL4433213,ACS Med Chem Lett,2019.0,,CHEMBL4561510,,CHEMBL4598278,,0,http://www.openphacts.org/units/Nanomolar,3249786,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,100.0
,,19450890,[],CHEMBL4433710,Antagonist activity at human P2X4R transfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)O[C@@H]2[C@H](O1)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]2n1cnc2c(N)ncnc21.N.N.N.N,,,CHEMBL4433213,ACS Med Chem Lett,2019.0,"{'bei': '7.89', 'le': '0.17', 'lle': '4.15', 'sei': '1.68'}",CHEMBL4462568,,CHEMBL4596830,4.32,0,http://www.openphacts.org/units/Nanomolar,3249787,=,1,1,=,,IC50,nM,,48000.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,48.0
,,19450891,[],CHEMBL4433710,Antagonist activity at human P2X4R transfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,N.N.N.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)OP(=O)(O)O)[C@H]2OC3(CCCCC3)O[C@H]21,,,CHEMBL4433213,ACS Med Chem Lett,2019.0,,CHEMBL4463578,,CHEMBL4597901,,0,http://www.openphacts.org/units/Nanomolar,3249788,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,100.0
,,19450892,[],CHEMBL4433710,Antagonist activity at human P2X4R transfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)O[C@@H]2[C@H](O1)[C@@H](COC(=O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O)O[C@H]2n1cnc2c(N)ncnc21,,,CHEMBL4433213,ACS Med Chem Lett,2019.0,,CHEMBL4570607,,CHEMBL4570607,,0,http://www.openphacts.org/units/Nanomolar,3249789,>,1,1,>,,IC50,nM,,30000.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,30.0
,,19450893,[],CHEMBL4433710,Antagonist activity at human P2X4R transfected in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)O[C@@H]2[C@H](O1)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)O[C@H]2n1cnc2c(N)ncnc21,,,CHEMBL4433213,ACS Med Chem Lett,2019.0,,CHEMBL4440260,,CHEMBL4440260,,0,http://www.openphacts.org/units/Nanomolar,3249790,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,100.0
,Not Determined,19474531,[],CHEMBL4479319,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx preincubated for 30 mins prior to ATP-stimulation by calcium influx assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,,,CHEMBL4477234,J Med Chem,2016.0,,CHEMBL3040216,,CHEMBL3040216,,0,,3256521,,1,0,,,IC50,,,,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,,,,
,Not Determined,19474532,[],CHEMBL4479319,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx preincubated for 30 mins prior to ATP-stimulation by calcium influx assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2)cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2)c1)Nc1cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2)cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2)c1.[Na+].[Na+].[Na+].[Na+],,,CHEMBL4477234,J Med Chem,2016.0,,CHEMBL4160315,,CHEMBL4300424,,0,,3256523,,1,0,,,IC50,,,,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,,,,
,,19474533,[],CHEMBL4479319,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced calcium influx preincubated for 30 mins prior to ATP-stimulation by calcium influx assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1,,,CHEMBL4477234,J Med Chem,2016.0,"{'bei': '18.18', 'le': '0.40', 'lle': '2.48', 'sei': '11.83'}",CHEMBL2180179,,CHEMBL2180179,6.46,0,http://www.openphacts.org/units/Nanomolar,3256524,=,1,1,=,,IC50,nM,,348.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.348
,,19474535,[],CHEMBL4479321,Antagonist activity at human P2X4 receptor expressed in CHO cells assessed as inhibition of ATP-induced calcium influx,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1,,,CHEMBL4477234,J Med Chem,2016.0,"{'bei': '17.74', 'le': '0.39', 'lle': '2.32', 'sei': '11.54'}",CHEMBL2180179,,CHEMBL2180179,6.30,1,http://www.openphacts.org/units/Nanomolar,3256524,=,1,1,=,,IC50,nM,,500.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.5
,,20648848,[],CHEMBL4615161,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced cytosolic calcium influx preincubated for 30 mins followed by ATP addition by Fluo-4 AM dye-based fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,,,CHEMBL4613266,J Med Chem,2020.0,"{'bei': '17.74', 'le': '0.37', 'lle': '1.47', 'sei': '13.80'}",CHEMBL536151,,CHEMBL536151,6.81,0,http://www.openphacts.org/units/Nanomolar,3475704,=,1,1,=,,IC50,nM,,156.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.156
,,20648849,[],CHEMBL4615161,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced cytosolic calcium influx preincubated for 30 mins followed by ATP addition by Fluo-4 AM dye-based fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1O,,,CHEMBL4613266,J Med Chem,2020.0,"{'bei': '19.50', 'le': '0.39', 'lle': '2.13', 'sei': '13.80'}",CHEMBL461542,,CHEMBL461542,6.81,0,http://www.openphacts.org/units/Nanomolar,3475707,=,1,1,=,,IC50,nM,,155.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.155
,,20648850,[],CHEMBL4615161,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced cytosolic calcium influx preincubated for 30 mins followed by ATP addition by Fluo-4 AM dye-based fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cccc(Cl)c1O,,,CHEMBL4613266,J Med Chem,2020.0,"{'bei': '19.06', 'le': '0.40', 'lle': '1.97', 'sei': '14.82'}",CHEMBL2338695,,CHEMBL2338695,7.31,0,http://www.openphacts.org/units/Nanomolar,3475714,=,1,1,=,,IC50,nM,,48.8,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.0488
,,20648851,[],CHEMBL4615161,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced cytosolic calcium influx preincubated for 30 mins followed by ATP addition by Fluo-4 AM dye-based fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc(Cl)cc1O,,,CHEMBL4613266,J Med Chem,2020.0,"{'bei': '17.41', 'le': '0.36', 'lle': '1.34', 'sei': '13.54'}",CHEMBL2338696,,CHEMBL2338696,6.68,0,http://www.openphacts.org/units/Nanomolar,3475715,=,1,1,=,,IC50,nM,,209.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.209
,,20648852,[],CHEMBL4615161,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced cytosolic calcium influx preincubated for 30 mins followed by ATP addition by Fluo-4 AM dye-based fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cccc(F)c1O,,,CHEMBL4613266,J Med Chem,2020.0,,CHEMBL4644398,,CHEMBL4644398,,0,http://www.openphacts.org/units/Nanomolar,3475723,>=,1,1,>=,,IC50,nM,,10000.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,10.0
,,20648853,[],CHEMBL4615161,Antagonist activity at human P2X4 receptor expressed in human 1321N1 cells assessed as inhibition of ATP-induced cytosolic calcium influx preincubated for 30 mins followed by ATP addition by Fluo-4 AM dye-based fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc2ccccc2c1O,,,CHEMBL4613266,J Med Chem,2020.0,"{'bei': '15.37', 'le': '0.30', 'lle': '0.30', 'sei': '12.44'}",CHEMBL2338686,,CHEMBL2338686,6.14,0,http://www.openphacts.org/units/Nanomolar,3475726,=,1,1,=,,IC50,nM,,729.0,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,9606,,,IC50,uM,UO_0000065,,0.729
